id,timestamp,version,changeset,user,uid,tags,object_type,member_osmid,member_role,osmid,name,type,route,power,voltage,substation,line,circuits,cables,wires,operator,operator:wikidata,location,note,wikidata
4853310,2015-05-01T11:41:42Z,3,30687589,bahnpirat,13203,"{'cables': '3', 'from': 'Lamosangu', 'route': 'power', 'to': 'Bhaktapur', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/286445650,sub_station,relation/4853310,,route,power,,132000,,,,3,single,,,,,
4853311,2015-05-01T11:41:42Z,3,30687589,bahnpirat,13203,"{'cables': '3', 'from': 'Lamosangu', 'route': 'power', 'to': 'Bhaktapur', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/341930677,line,relation/4853311,,route,power,,132000,,,,3,single,,,,,
4853311,2015-05-01T11:41:42Z,3,30687589,bahnpirat,13203,"{'cables': '3', 'from': 'Lamosangu', 'route': 'power', 'to': 'Bhaktapur', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/286445650,sub_station,relation/4853311,,route,power,,132000,,,,3,single,,,,,
4853311,2015-05-01T11:41:42Z,3,30687589,bahnpirat,13203,"{'cables': '3', 'from': 'Lamosangu', 'route': 'power', 'to': 'Bhaktapur', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309114130,line,relation/4853311,,route,power,,132000,,,,3,single,,,,,
4853311,2015-05-01T11:41:42Z,3,30687589,bahnpirat,13203,"{'cables': '3', 'from': 'Lamosangu', 'route': 'power', 'to': 'Bhaktapur', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/341318698,line,relation/4853311,,route,power,,132000,,,,3,single,,,,,
4853311,2015-05-01T11:41:42Z,3,30687589,bahnpirat,13203,"{'cables': '3', 'from': 'Lamosangu', 'route': 'power', 'to': 'Bhaktapur', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/137569050,sub_station,relation/4853311,,route,power,,132000,,,,3,single,,,,,
4857147,2021-07-12T02:57:17Z,4,107803196,ashish10,13741716,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/327318716,line,relation/4857147,,route,power,,132000,,,,3,single,,,,,
4857147,2021-07-12T02:57:17Z,4,107803196,ashish10,13741716,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076136,line,relation/4857147,,route,power,,132000,,,,3,single,,,,,
4857147,2021-07-12T02:57:17Z,4,107803196,ashish10,13741716,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/233558648,sub_station,relation/4857147,,route,power,,132000,,,,3,single,,,,,
4857147,2021-07-12T02:57:17Z,4,107803196,ashish10,13741716,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342335310,line,relation/4857147,,route,power,,132000,,,,3,single,,,,,
4857147,2021-07-12T02:57:17Z,4,107803196,ashish10,13741716,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/235281732,sub_station,relation/4857147,,route,power,,132000,,,,3,single,,,,,
4857147,2021-07-12T02:57:17Z,4,107803196,ashish10,13741716,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/302855755,,relation/4857147,,route,power,,132000,,,,3,single,,,,,
4857148,2015-05-02T17:24:25Z,2,30726741,bahnpirat,13203,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/327318715,line,relation/4857148,,route,power,,132000,,,,3,single,,,,,
4857148,2015-05-02T17:24:25Z,2,30726741,bahnpirat,13203,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076136,line,relation/4857148,,route,power,,132000,,,,3,single,,,,,
4857148,2015-05-02T17:24:25Z,2,30726741,bahnpirat,13203,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/233558648,sub_station,relation/4857148,,route,power,,132000,,,,3,single,,,,,
4857148,2015-05-02T17:24:25Z,2,30726741,bahnpirat,13203,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342335308,line,relation/4857148,,route,power,,132000,,,,3,single,,,,,
4857148,2015-05-02T17:24:25Z,2,30726741,bahnpirat,13203,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/235281732,sub_station,relation/4857148,,route,power,,132000,,,,3,single,,,,,
4857171,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076130,sub_station,relation/4857171,,route,power,,132000,,,,3,single,,,,,
4857171,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076139,line,relation/4857171,,route,power,,132000,,,,3,single,,,,,
4857171,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342337901,line,relation/4857171,,route,power,,132000,,,,3,single,,,,,
4857171,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/235281732,sub_station,relation/4857171,,route,power,,132000,,,,3,single,,,,,
4857171,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342335311,line,relation/4857171,,route,power,,132000,,,,3,single,,,,,
4857172,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076130,sub_station,relation/4857172,,route,power,,132000,,,,3,single,,,,,
4857172,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342337907,line,relation/4857172,,route,power,,132000,,,,3,single,,,,,
4857172,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076139,line,relation/4857172,,route,power,,132000,,,,3,single,,,,,
4857172,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342335306,line,relation/4857172,,route,power,,132000,,,,3,single,,,,,
4857172,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/235281732,sub_station,relation/4857172,,route,power,,132000,,,,3,single,,,,,
4857185,2015-05-02T17:27:52Z,3,30727216,bahnpirat,13203,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/223694840,sub_station,relation/4857185,,route,power,,132000,,,,3,single,,,,,
4857185,2015-05-02T17:27:52Z,3,30727216,bahnpirat,13203,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309059763,line,relation/4857185,,route,power,,132000,,,,3,single,,,,,
4857185,2015-05-02T17:27:52Z,3,30727216,bahnpirat,13203,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342339762,line,relation/4857185,,route,power,,132000,,,,3,single,,,,,
4857185,2015-05-02T17:27:52Z,3,30727216,bahnpirat,13203,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/235281732,sub_station,relation/4857185,,route,power,,132000,,,,3,single,,,,,
4857185,2015-05-02T17:27:52Z,3,30727216,bahnpirat,13203,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342335305,line,relation/4857185,,route,power,,132000,,,,3,single,,,,,
4857186,2023-01-21T08:22:04Z,4,131533041,olehz,204049,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342339763,line,relation/4857186,,route,power,,132000,,,,3,single,,,,,
4857186,2023-01-21T08:22:04Z,4,131533041,olehz,204049,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/223694840,sub_station,relation/4857186,,route,power,,132000,,,,3,single,,,,,
4857186,2023-01-21T08:22:04Z,4,131533041,olehz,204049,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309059763,line,relation/4857186,,route,power,,132000,,,,3,single,,,,,
4857186,2023-01-21T08:22:04Z,4,131533041,olehz,204049,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342335312,line,relation/4857186,,route,power,,132000,,,,3,single,,,,,
4857186,2023-01-21T08:22:04Z,4,131533041,olehz,204049,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/235281732,sub_station,relation/4857186,,route,power,,132000,,,,3,single,,,,,
4857723,2020-07-13T10:54:39Z,2,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076133,line,relation/4857723,,route,power,,132000,,,,3,single,,,,,
4857723,2020-07-13T10:54:39Z,2,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342370170,line,relation/4857723,,route,power,,132000,,,,3,single,,,,,
4857723,2020-07-13T10:54:39Z,2,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342370161,sub_station,relation/4857723,,route,power,,132000,,,,3,single,,,,,
4857723,2020-07-13T10:54:39Z,2,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076130,sub_station,relation/4857723,,route,power,,132000,,,,3,single,,,,,
4857723,2020-07-13T10:54:39Z,2,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342337906,line,relation/4857723,,route,power,,132000,,,,3,single,,,,,
4857724,2020-07-13T13:26:51Z,4,87926797,Oberaffe,56597,"{'cables': '3', 'power': 'line', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342370161,substation,relation/4857724,,route,power,line,132000,,,,3,single,,,,,
4857725,2020-07-13T10:54:39Z,3,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342370165,line,relation/4857725,,route,power,,132000,,,,3,single,,,,,
4857725,2020-07-13T10:54:39Z,3,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076133,line,relation/4857725,,route,power,,132000,,,,3,single,,,,,
4857725,2020-07-13T10:54:39Z,3,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342370161,sub_station,relation/4857725,,route,power,,132000,,,,3,single,,,,,
4857725,2020-07-13T10:54:39Z,3,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342337903,line,relation/4857725,,route,power,,132000,,,,3,single,,,,,
4857725,2020-07-13T10:54:39Z,3,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076130,sub_station,relation/4857725,,route,power,,132000,,,,3,single,,,,,
4857868,2020-07-13T10:54:39Z,6,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342383069,line,relation/4857868,,route,power,,132000,,,,3,single,,,,,
4857868,2020-07-13T10:54:39Z,6,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076131,line,relation/4857868,,route,power,,132000,,,,3,single,,,,,
4857868,2020-07-13T10:54:39Z,6,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076141,sub_station,relation/4857868,,route,power,,132000,,,,3,single,,,,,
4857868,2020-07-13T10:54:39Z,6,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342372644,line,relation/4857868,,route,power,,132000,,,,3,single,,,,,
4857868,2020-07-13T10:54:39Z,6,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342370161,sub_station,relation/4857868,,route,power,,132000,,,,3,single,,,,,
4857869,2020-07-13T10:54:39Z,5,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342372645,line,relation/4857869,,route,power,,132000,,,,3,single,,,,,
4857869,2020-07-13T10:54:39Z,5,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342370161,sub_station,relation/4857869,,route,power,,132000,,,,3,single,,,,,
4857869,2020-07-13T10:54:39Z,5,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076131,line,relation/4857869,,route,power,,132000,,,,3,single,,,,,
4857869,2020-07-13T10:54:39Z,5,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342383070,line,relation/4857869,,route,power,,132000,,,,3,single,,,,,
4857869,2020-07-13T10:54:39Z,5,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076141,sub_station,relation/4857869,,route,power,,132000,,,,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342383076,line,relation/4857948,,route,power,,132000,,,,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/537900785,line,relation/4857948,,route,power,,132000,,,,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076141,sub_station,relation/4857948,,route,power,,132000,,,,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076140,line,relation/4857948,,route,power,,132000,,,,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342387348,line,relation/4857948,,route,power,,132000,,,,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/274440792,sub_station,relation/4857948,,route,power,,132000,,,,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342387352,line,relation/4857948,,route,power,,132000,,,,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342388791,line,relation/4857948,,route,power,,132000,,,,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309085116,sub_station,relation/4857948,,route,power,,132000,,,,3,single,,,,,
4857949,2020-01-22T13:10:45Z,5,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342383071,line,relation/4857949,,route,power,,132000,,,,3,single,,,,,
4857949,2020-01-22T13:10:45Z,5,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/537900785,line,relation/4857949,,route,power,,132000,,,,3,single,,,,,
4857949,2020-01-22T13:10:45Z,5,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342387352,line,relation/4857949,,route,power,,132000,,,,3,single,,,,,
4857949,2020-01-22T13:10:45Z,5,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076141,sub_station,relation/4857949,,route,power,,132000,,,,3,single,,,,,
4857949,2020-01-22T13:10:45Z,5,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342387351,line,relation/4857949,,route,power,,132000,,,,3,single,,,,,
4857949,2020-01-22T13:10:45Z,5,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076140,line,relation/4857949,,route,power,,132000,,,,3,single,,,,,
4857949,2020-01-22T13:10:45Z,5,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342388790,line,relation/4857949,,route,power,,132000,,,,3,single,,,,,
4857949,2020-01-22T13:10:45Z,5,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309085116,sub_station,relation/4857949,,route,power,,132000,,,,3,single,,,,,
4857976,2015-05-02T22:56:35Z,4,30732646,bahnpirat,13203,"{'cables': '3', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309085117,line,relation/4857976,,route,power,,132000,,,,3,single,,,,,
4857976,2015-05-02T22:56:35Z,4,30732646,bahnpirat,13203,"{'cables': '3', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309085116,sub_station,relation/4857976,,route,power,,132000,,,,3,single,,,,,
4857976,2015-05-02T22:56:35Z,4,30732646,bahnpirat,13203,"{'cables': '3', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342389789,sub_station,relation/4857976,,route,power,,132000,,,,3,single,,,,,
4858066,2020-07-13T11:25:22Z,5,87920619,Oberaffe,56597,"{'cables': '3', 'from': 'Anarmani', 'route': 'power', 'to': 'Damak', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309085119,sub_station,relation/4858066,,route,power,,132000,,,,3,single,,,,,
4858066,2020-07-13T11:25:22Z,5,87920619,Oberaffe,56597,"{'cables': '3', 'from': 'Anarmani', 'route': 'power', 'to': 'Damak', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/518078700,line,relation/4858066,,route,power,,132000,,,,3,single,,,,,
4858066,2020-07-13T11:25:22Z,5,87920619,Oberaffe,56597,"{'cables': '3', 'from': 'Anarmani', 'route': 'power', 'to': 'Damak', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342389789,sub_station,relation/4858066,,route,power,,132000,,,,3,single,,,,,
