id,timestamp,version,changeset,user,uid,tags,object_type,member_osmid,member_role,osmid,name,type,power,voltage,substation,line,circuits,cables,wires,operator,operator:wikidata,location,note,wikidata
4853311,2015-05-01T11:41:42Z,3,30687589,bahnpirat,13203,"{'cables': '3', 'from': 'Lamosangu', 'route': 'power', 'to': 'Bhaktapur', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/137569050,sub_station,relation/4853311,,power,circuit,132000,,,1,3,single,,,,,
4857147,2021-07-12T02:57:17Z,4,107803196,ashish10,13741716,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/327318716,section,relation/4857147,,power,circuit,132000,,,1,3,single,,,,,
4857147,2021-07-12T02:57:17Z,4,107803196,ashish10,13741716,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076136,section,relation/4857147,,power,circuit,132000,,,1,3,single,,,,,
4857147,2021-07-12T02:57:17Z,4,107803196,ashish10,13741716,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/233558648,sub_station,relation/4857147,,power,circuit,132000,,,1,3,single,,,,,
4857147,2021-07-12T02:57:17Z,4,107803196,ashish10,13741716,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342335310,section,relation/4857147,,power,circuit,132000,,,1,3,single,,,,,
4857147,2021-07-12T02:57:17Z,4,107803196,ashish10,13741716,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/235281732,sub_station,relation/4857147,,power,circuit,132000,,,1,3,single,,,,,
4857147,2021-07-12T02:57:17Z,4,107803196,ashish10,13741716,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/302855755,,relation/4857147,,power,circuit,132000,,,1,3,single,,,,,
4857148,2015-05-02T17:24:25Z,2,30726741,bahnpirat,13203,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/327318715,section,relation/4857148,,power,circuit,132000,,,1,3,single,,,,,
4857148,2015-05-02T17:24:25Z,2,30726741,bahnpirat,13203,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076136,section,relation/4857148,,power,circuit,132000,,,1,3,single,,,,,
4857148,2015-05-02T17:24:25Z,2,30726741,bahnpirat,13203,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/233558648,sub_station,relation/4857148,,power,circuit,132000,,,1,3,single,,,,,
4857148,2015-05-02T17:24:25Z,2,30726741,bahnpirat,13203,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342335308,section,relation/4857148,,power,circuit,132000,,,1,3,single,,,,,
4857148,2015-05-02T17:24:25Z,2,30726741,bahnpirat,13203,"{'cables': '3', 'from': 'Heṭauḍā', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/235281732,sub_station,relation/4857148,,power,circuit,132000,,,1,3,single,,,,,
4857171,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076130,sub_station,relation/4857171,,power,circuit,132000,,,1,3,single,,,,,
4857171,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076139,section,relation/4857171,,power,circuit,132000,,,1,3,single,,,,,
4857171,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342337901,section,relation/4857171,,power,circuit,132000,,,1,3,single,,,,,
4857171,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/235281732,sub_station,relation/4857171,,power,circuit,132000,,,1,3,single,,,,,
4857171,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342335311,section,relation/4857171,,power,circuit,132000,,,1,3,single,,,,,
4857172,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076130,sub_station,relation/4857172,,power,circuit,132000,,,1,3,single,,,,,
4857172,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342337907,section,relation/4857172,,power,circuit,132000,,,1,3,single,,,,,
4857172,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076139,section,relation/4857172,,power,circuit,132000,,,1,3,single,,,,,
4857172,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342335306,section,relation/4857172,,power,circuit,132000,,,1,3,single,,,,,
4857172,2015-05-02T20:07:32Z,3,30730258,bahnpirat,13203,"{'cables': '3', 'from': 'Chandranigahpur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/235281732,sub_station,relation/4857172,,power,circuit,132000,,,1,3,single,,,,,
4857185,2015-05-02T17:27:52Z,3,30727216,bahnpirat,13203,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/223694840,sub_station,relation/4857185,,power,circuit,132000,,,1,3,single,,,,,
4857185,2015-05-02T17:27:52Z,3,30727216,bahnpirat,13203,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309059763,section,relation/4857185,,power,circuit,132000,,,1,3,single,,,,,
4857185,2015-05-02T17:27:52Z,3,30727216,bahnpirat,13203,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342339762,section,relation/4857185,,power,circuit,132000,,,1,3,single,,,,,
4857185,2015-05-02T17:27:52Z,3,30727216,bahnpirat,13203,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/235281732,sub_station,relation/4857185,,power,circuit,132000,,,1,3,single,,,,,
4857185,2015-05-02T17:27:52Z,3,30727216,bahnpirat,13203,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342335305,section,relation/4857185,,power,circuit,132000,,,1,3,single,,,,,
4857186,2023-01-21T08:22:04Z,4,131533041,olehz,204049,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342339763,section,relation/4857186,,power,circuit,132000,,,1,3,single,,,,,
4857186,2023-01-21T08:22:04Z,4,131533041,olehz,204049,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/223694840,sub_station,relation/4857186,,power,circuit,132000,,,1,3,single,,,,,
4857186,2023-01-21T08:22:04Z,4,131533041,olehz,204049,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309059763,section,relation/4857186,,power,circuit,132000,,,1,3,single,,,,,
4857186,2023-01-21T08:22:04Z,4,131533041,olehz,204049,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342335312,section,relation/4857186,,power,circuit,132000,,,1,3,single,,,,,
4857186,2023-01-21T08:22:04Z,4,131533041,olehz,204049,"{'cables': '3', 'from': 'Parwanipur', 'route': 'power', 'to': 'Pathlaiya', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/235281732,sub_station,relation/4857186,,power,circuit,132000,,,1,3,single,,,,,
4857723,2020-07-13T10:54:39Z,2,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076133,section,relation/4857723,,power,circuit,132000,,,1,3,single,,,,,
4857723,2020-07-13T10:54:39Z,2,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342370170,section,relation/4857723,,power,circuit,132000,,,1,3,single,,,,,
4857723,2020-07-13T10:54:39Z,2,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342370161,sub_station,relation/4857723,,power,circuit,132000,,,1,3,single,,,,,
4857723,2020-07-13T10:54:39Z,2,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076130,sub_station,relation/4857723,,power,circuit,132000,,,1,3,single,,,,,
4857723,2020-07-13T10:54:39Z,2,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342337906,section,relation/4857723,,power,circuit,132000,,,1,3,single,,,,,
4857724,2020-07-13T13:26:51Z,4,87926797,Oberaffe,56597,"{'cables': '3', 'power': 'line', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342370161,substation,relation/4857724,,power,circuit,132000,,,1,3,single,,,,,
4857725,2020-07-13T10:54:39Z,3,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342370165,section,relation/4857725,,power,circuit,132000,,,1,3,single,,,,,
4857725,2020-07-13T10:54:39Z,3,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076133,section,relation/4857725,,power,circuit,132000,,,1,3,single,,,,,
4857725,2020-07-13T10:54:39Z,3,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342370161,sub_station,relation/4857725,,power,circuit,132000,,,1,3,single,,,,,
4857725,2020-07-13T10:54:39Z,3,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342337903,section,relation/4857725,,power,circuit,132000,,,1,3,single,,,,,
4857725,2020-07-13T10:54:39Z,3,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076130,sub_station,relation/4857725,,power,circuit,132000,,,1,3,single,,,,,
4857868,2020-07-13T10:54:39Z,6,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342383069,section,relation/4857868,,power,circuit,132000,,,1,3,single,,,,,
4857868,2020-07-13T10:54:39Z,6,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076131,section,relation/4857868,,power,circuit,132000,,,1,3,single,,,,,
4857868,2020-07-13T10:54:39Z,6,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076141,sub_station,relation/4857868,,power,circuit,132000,,,1,3,single,,,,,
4857868,2020-07-13T10:54:39Z,6,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342372644,section,relation/4857868,,power,circuit,132000,,,1,3,single,,,,,
4857868,2020-07-13T10:54:39Z,6,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342370161,sub_station,relation/4857868,,power,circuit,132000,,,1,3,single,,,,,
4857869,2020-07-13T10:54:39Z,5,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342372645,section,relation/4857869,,power,circuit,132000,,,1,3,single,,,,,
4857869,2020-07-13T10:54:39Z,5,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342370161,sub_station,relation/4857869,,power,circuit,132000,,,1,3,single,,,,,
4857869,2020-07-13T10:54:39Z,5,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076131,section,relation/4857869,,power,circuit,132000,,,1,3,single,,,,,
4857869,2020-07-13T10:54:39Z,5,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342383070,section,relation/4857869,,power,circuit,132000,,,1,3,single,,,,,
4857869,2020-07-13T10:54:39Z,5,87918404,Oberaffe,56597,"{'cables': '3', 'from': 'Lahan', 'route': 'power', 'to': 'Dhalke', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076141,sub_station,relation/4857869,,power,circuit,132000,,,1,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342383076,section,relation/4857948,,power,circuit,132000,,,1,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/537900785,section,relation/4857948,,power,circuit,132000,,,1,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076141,sub_station,relation/4857948,,power,circuit,132000,,,1,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076140,section,relation/4857948,,power,circuit,132000,,,1,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342387348,section,relation/4857948,,power,circuit,132000,,,1,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/274440792,sub_station,relation/4857948,,power,circuit,132000,,,1,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342387352,section,relation/4857948,,power,circuit,132000,,,1,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342388791,section,relation/4857948,,power,circuit,132000,,,1,3,single,,,,,
4857948,2020-01-22T13:10:45Z,6,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309085116,sub_station,relation/4857948,,power,circuit,132000,,,1,3,single,,,,,
4857949,2020-01-22T13:10:45Z,5,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342383071,section,relation/4857949,,power,circuit,132000,,,1,3,single,,,,,
4857949,2020-01-22T13:10:45Z,5,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/537900785,section,relation/4857949,,power,circuit,132000,,,1,3,single,,,,,
4857949,2020-01-22T13:10:45Z,5,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342387352,section,relation/4857949,,power,circuit,132000,,,1,3,single,,,,,
4857949,2020-01-22T13:10:45Z,5,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076141,sub_station,relation/4857949,,power,circuit,132000,,,1,3,single,,,,,
4857949,2020-01-22T13:10:45Z,5,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342387351,section,relation/4857949,,power,circuit,132000,,,1,3,single,,,,,
4857949,2020-01-22T13:10:45Z,5,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309076140,section,relation/4857949,,power,circuit,132000,,,1,3,single,,,,,
4857949,2020-01-22T13:10:45Z,5,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342388790,section,relation/4857949,,power,circuit,132000,,,1,3,single,,,,,
4857949,2020-01-22T13:10:45Z,5,79918404,Oberaffe,56597,"{'cables': '3', 'from': 'Dhalke', 'route': 'power', 'to': 'Duhabi', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309085116,sub_station,relation/4857949,,power,circuit,132000,,,1,3,single,,,,,
4857976,2015-05-02T22:56:35Z,4,30732646,bahnpirat,13203,"{'cables': '3', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309085117,section,relation/4857976,,power,circuit,132000,,,1,3,single,,,,,
4857976,2015-05-02T22:56:35Z,4,30732646,bahnpirat,13203,"{'cables': '3', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309085116,sub_station,relation/4857976,,power,circuit,132000,,,1,3,single,,,,,
4857976,2015-05-02T22:56:35Z,4,30732646,bahnpirat,13203,"{'cables': '3', 'route': 'power', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342389789,sub_station,relation/4857976,,power,circuit,132000,,,1,3,single,,,,,
4858066,2020-07-13T11:25:22Z,5,87920619,Oberaffe,56597,"{'cables': '3', 'from': 'Anarmani', 'route': 'power', 'to': 'Damak', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/309085119,sub_station,relation/4858066,,power,circuit,132000,,,1,3,single,,,,,
4858066,2020-07-13T11:25:22Z,5,87920619,Oberaffe,56597,"{'cables': '3', 'from': 'Anarmani', 'route': 'power', 'to': 'Damak', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/518078700,section,relation/4858066,,power,circuit,132000,,,1,3,single,,,,,
4858066,2020-07-13T11:25:22Z,5,87920619,Oberaffe,56597,"{'cables': '3', 'from': 'Anarmani', 'route': 'power', 'to': 'Damak', 'type': 'route', 'voltage': '132000', 'wires': 'single'}",relation,way/342389789,sub_station,relation/4858066,,power,circuit,132000,,,1,3,single,,,,,
